,sentence,sentence ID,paragraphID
1500,"in the alveolus, air pas into the blood within small capillary.",4,617
1501,the gaseous oxygen in the air dissolve into the capillary blood.,5,617
1502,the dissolve oxygen be pick - up by red blood cell.,6,617
1503,the red blood cell bind the oxygen via a protein call heme.,7,617
1504,Red blood cell circulate throughout the body and reach the various tissue.,8,617
1505,"within small capillary, the heme release the oxygen.",9,617
1506,the oxygen can then reach the cell within the tissue.,10,617
1507,air go into the lung.,1,618
1508,the lung remove oxygen from the air.,2,618
1509,oxygen diffuse from alveolus in the lung to the bloodstream.,3,618
1510,hemoglobin in red blood cell attach to the oxygen.,4,618
1511,Red blood cell carry oxygen all around the body.,5,618
1512,oxygen diffuse into cell from capillary.,6,618
1513,oxygen enter the body through the mouth or nose.,1,619
1514,the oxygen travel into the lung.,2,619
1515,the oxygen bind to hemoglobin protein within erythrocyte ( red blood cell ).,3,619
1516,the erythrocyte be pump through the body by the heart.,4,619
1517,all cell receive the oxygen.,5,619
1518,the liver take in blood from the rest of the body.,1,624
1519,the liver use enzyme to clean the blood.,2,624
1520,the clean blood be expel.,3,624
1521,the liver create bile from the item filter.,4,624
1522,the liver take energy and store it a glycogen.,5,624
1523,the bile be send to the intestine.,6,624
1524,the pancrea detect chemical change in the stomach.,1,626
1525,the pancrea create juice that help digest food.,2,626
1526,the pancrea release the juice into the stomach.,3,626
1527,trypsin and chymotrypsin digest protein.,4,626
1528,insulin be produce to move glucose from the blood.,5,626
1529,the enzyme begin produce again.,6,626
1530,food enter the small intestine.,1,627
1531,the small intestine produce hormone.,2,627
1532,the hormone cause the pancrea to produce enzyme for digestion.,3,627
1533,the enzyme travel from the pancrea to the small intestine through tube.,4,627
1534,the enzyme help the intestine digest the food.,5,627
1535,the pancrea produce the hormone insuline and glucagon.,6,627
1536,the hormone control the amount of sugar in the blood.,7,627
1537,over 99 % of the exocrine pancrea cell produce digestive juice.,1,628
1538,"they secrete digestive juice "" externally "" into the small intestine.",2,628
1539,"there be enzyme for break down fat, protein, and carbohydrate.",3,628
1540,digestive juice flow from the pancrea through a excretory duct into the small intestine.,4,628
1541,"when the blood sugar level rise, a they might after a meal, insulin be release.",5,628
1542,"when blood sugar level be too low, the pancrea release glucagon into the bloodstream.",6,628
1543,people put trash in a plastic bag.,1,629
1544,the plastic bag be put into a garbage can.,2,629
1545,the garbage can be roll outside.,3,629
1546,the garbage truck come to the house.,4,629
1547,worker take the plastic bag out of the garbage can and place it in the truck.,5,629
1548,the truck drive to the landfill.,6,629
1549,the truck dump the trash into the landfill.,7,629
1550,trash be place into a garbage container in the house.,1,630
1551,the trash be move to a centralize container for the house.,2,630
1552,trash be pick up by a sanitation company.,3,630
1553,the trash be combine in a large truck with trash from all around the city.,4,630
1554,the truck go to the landfill.,5,630
1555,the truck dump the trash into the landfill.,6,630
1556,trash be bag up.,1,631
1557,bag get carry out to the trashcan.,2,631
1558,trashcan be put at the curb once a week.,3,631
1559,can get empty into trash truck.,4,631
1560,a the truck fill it will compact the trash.,5,631
1561,when the truck be full it head to the landfill.,6,631
1562,the truck dump it load into the landfill.,7,631
1563,electricity come into the computer from the plug.,1,632
1564,the electricity run the component in the computer.,2,632
1565,electricity turn the fan to keep the component cool.,3,632
1566,heat be release from the computer.,4,632
1567,electricity run the computer 's display.,5,632
1568,light be form from the electricity.,6,632
1569,electricity enter the power supply unit.,1,634
1570,the power supply give electricity to transistor.,2,634
1571,the power supply give electricity to the cpu.,3,634
1572,the system use electricity to complete task.,4,634
1573,the signal they complete be send out a visual signal.,5,634
1574,the energy be use to complete computation.,6,634
1575,a egg be lay by a mother bird.,1,635
1576,a baby bird form within the egg if it be fertilize.,2,635
1577,the baby bird begin peck out of the egg.,3,635
1578,the baby bird be unable to fly to get food.,4,635
1579,the mother bird must feed the baby bird food.,5,635
1580,the bird grow stronger and grow wing.,6,635
1581,the bird be able to fly.,7,635
1582,the bird be able to leave the nest and find food.,8,635
1583,the bird be able to reproduce.,9,635
1584,a bird lay a egg.,1,636
1585,the egg hatch into a baby bird.,2,636
1586,baby bird eat.,3,636
1587,grow into a adult bird.,4,636
1588,the bird find a mate.,5,636
1589,the pair build a nest.,6,636
1590,the bird lay egg.,7,636
1591,a bird hatch from a egg.,1,637
1592,the bird be nurture by it parent.,2,637
1593,and be feed food for growth.,3,637
1594,the bird grow.,4,637
1595,begin to learn how to fly.,5,637
1596,the bird mature.,6,637
1597,the bird leave it nest.,7,637
1598,the bird make it own nest.,8,637
1599,Fish lay egg.,1,640
1600,egg hatch.,2,640
1601,tiny fish call fry emerge.,3,640
1602,fry eat and grow.,4,640
1603,fry become adult fish.,5,640
1604,Fish mate and more egg be produce.,6,640
1605,a tadpole be hatch.,1,641
1606,the tadpole eventually grow hind leg.,2,641
1607,the tadpole lose it tail.,3,641
1608,the tadpole become a frog.,4,641
1609,the frog mate with another frog to produce more offspring.,5,641
1610,a tadpole be hatch.,6,641
1611,the cycle begin again.,7,641
1612,frog lay thousand of egg.,1,642
1613,egg cluster float around in water.,2,642
1614,tadpole with gill hatch from the egg.,3,642
1615,tadpole swim in water until they grow leg.,4,642
1616,absorb they tail.,5,642
1617,then the tadpole become a froglet.,6,642
1618,then the froglet become a frog.,7,642
1619,the frog 's egg hatch and a tadpole be bear.,1,643
1620,the tadpole swim with it sibling and try to survive.,2,643
1621,the tadpole grow larger.,3,643
1622,the tadpole lose it tail.,4,643
1623,the tadpole develop limb.,5,643
1624,and the tadpole now become a frog.,6,643
1625,a sperm meet a egg in the uterus of a woman.,1,644
1626,the sperm implant itself into the egg.,2,644
1627,the sperm and egg form a zygote on the wall of the uterus.,3,644
1628,the fetus grow and develop.,4,644
1629,the woman give birth to a baby.,5,644
1630,the baby be raise by parent until it be able to take care of itself.,6,644
1631,the person go out into the world and find a job.,7,644
1632,the person meet other people and have a life.,8,644
1633,"the person get a career, and get marry.",9,644
1634,the person retire and eventually pas away.,10,644
1635,a sperm and egg meet inside a woman 's fallopian tube.,1,645
1636,"the fertilize egg, now a zygote, travel to the uterus.",2,645
1637,the zygote implant in the uterus.,3,645
1638,the zygote become a embryo.,4,645
1639,the embryo become a fetus.,5,645
1640,the fetus grow for approximately 9 month.,6,645
1641,the woman give birth to a baby.,7,645
1642,the baby grow into a child.,8,645
1643,the child become a adult.,9,645
1644,the adult mate with another adult.,10,645
1645,a seed germinate.,1,647
1646,it grow into a plant.,2,647
1647,the mature plant produce flower.,3,647
1648,the flower become fertilize.,4,647
1649,produce seed in a fruit or seedpod.,5,647
1650,the plant die.,6,647
1651,the new seed germinate to form a new plant.,7,647
1652,a seed be plant.,1,648
1653,it become a seedling.,2,648
1654,the seedling grow into a full - grow plant.,3,648
1655,the plant release some kind of pollenating product.,4,648
1656,the plant either self - pollinate or be spread by insect or bird.,5,648
1657,seed be plant.,6,648
1658,the cycle begin again.,7,648
1659,a seed must find it be way to the earth.,1,649
1660,the seed when give nutrient will sprout.,2,649
1661,the sprouting will develop a root system.,3,649
1662,the plant will grow larger until it mature.,4,649
1663,the plant will thrive.,5,649
1664,the plant will die.,6,649
1665,become nourishment for other plant.,7,649
1666,adult rabbit mate.,1,652
1667,the female become pregnant.,2,652
1668,the female give birth to rabbit baby.,3,652
1669,the rabbit baby grow into adult rabbit.,4,652
1670,the new adult mate with other rabbit.,5,652
1671,produce more rabbit.,6,652
1672,a seed be plant.,1,653
1673,it become a seedling.,2,653
1674,it grow into a tree.,3,653
1675,the tree grow flower.,4,653
1676,the flower become fruit.,5,653
1677,the fruit contain seed for new tree.,6,653
1678,a seedling be grow in the ground.,1,654
1679,"the seedling grow bigger, and form it root system.",2,654
1680,the root start to gain more nourishment a the tree grow.,3,654
1681,the tree start to attract animal and plant that will grant it more nourishment.,4,654
1682,the tree mature.,5,654
1683,"after a number of year the tree will grow old and die, become material for new growth.",6,654
1684,a larva be bear.,1,656
1685,the caterpillar eat constantly until it grow bigger.,2,656
1686,the caterpillar start to form a cocoon around itself.,3,656
1687,the caterpillar become a pupa.,4,656
1688,after some time the cocoon hatch.,5,656
1689,and a butterfly be bear.,6,656
1690,the butterfly start a a egg.,1,658
1691,"the egg hatch to form a larva, also call a caterpillar.",2,658
1692,the carterpillar molt ( lose it be skin ) many time a it grow.,3,658
1693,"the caterpillar then form itself into a pupa, or chrysalis.",4,658
1694,"the caterpillar in the chrysalis begin change, a process call mmetaphorphosis.",5,658
1695,the caterpillar complete it metamorphosis and have turn into a butterfly.,6,658
1696,the adult butterfly emerge out of the chrysalis and fly away !.,7,658
1697,bacteria change nitrogen into ammonium through fixation.,1,659
1698,the nitrification process be where ammonium get change into nitrate by bacteria.,2,659
1699,plant absorb the nitrate from soil into they root through assimilation.,3,659
1700,"when plant die, fungi and bacteria turn nitrogen back into ammonium through ammonification.",4,659
1701,the denitrification process push extra nitrogen from soil into the air.,5,659
1702,the cycle repeat from step 1.,6,659
1703,Nitrogen - fix bacteria convert atmospheric nitrogen to organic nitrogen.,1,660
1704,plant absorb organic nitrogen from the soil through they root.,2,660
1705,animal eat the plant.,3,660
1706,plant and animal die.,4,660
1707,animal expel waste.,5,660
1708,fungi convert organic nitrogen to ammonium.,6,660
1709,nitrify bacteria convert ammonium to nitrate.,7,660
1710,bacteria convert nitrate to nitrogen gas.,8,660
1711,Nitrogen gas escape from soil into the atmosphere.,9,660
1712,fixation be the first step in the process of make nitrogen usable by plant. here bacteria change nitrogen into ammonium.,1,661
